;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
21335;21335;21335;GV_025318;31.03.2017;USPH;U S PHYSICAL THERAPY INC;2017Q1;2017Q1;07.07.2017;29.06.2017;-0.277223497;-0.288500199;-0.21037118;-0.168784842;-0.18076898;-0.232425582;-0.263881103;-0.312862264;31;0.423708506;56.36466;0.826086957;0.570046399;-0.245050827;0.646073225;0.245520251;-0.036182964;-0.014024695;0.132582939;61;5;11;31;-0.405587574;-0.011402617;-0.077099452;-0.305069066;-0.847462383;-0.087045579;-0.009606088;0.510091576;0.112579481;0.461342662;0.296947152;0.967520682;Value;0.42;0.52;-0.1;0.44
21359;21359;21359;GV_025340;31.03.2017;DHI;D R HORTON INC;2017Q1;2017Q2;25.04.2017;20.04.2017;1.652762599;2.283993234;1.179538402;2.682210187;2.504782128;1.764468978;3.115893753;3.284444741;31;-0.044413662;30.7369;0.391304348;0.511151534;1.670248312;-0.049371157;-0.010184879;0.110088851;0.398084407;0.782921859;67;1;4;35;2.837894039;-0.224851959;0.105735965;-0.049645445;-0.519810532;0.053029438;0.131006108;-0.257534508;-0.262434485;0.018707313;-0.150169594;-0.053549853;Value;0.05;0.13;-0.22;0.17
21383;21383;21383;GV_025367;31.03.2017;MGIC;MAGIC SOFTWARE ENTERPRISES;2017Q1;2017Q1;17.05.2017;16.05.2017;-0.285804278;-0.117437514;-0.224356502;-0.175811191;-0.228232067;-0.25989502;-0.303256809;-0.308769125;16;-0.480105261;6.88458;0.141304348;0.934751661;-0.308465965;-0.611808273;-0.893487366;-0.47594421;0.630567694;0.570711708;10;7;19;60;-0.12002438;0.054931302;0.103822069;-0.505042879;-0.767412768;1.442570648;-0.087690771;-0.205538048;-0.110995869;0.001581773;0.13211364;0.173890479;Value;1.05;1.18;0.51;0.61
21407;21407;21407;GV_025389;31.03.2017;GPK;GRAPHIC PACKAGING HOLDING CO;2017Q1;2017Q1;18.05.2017;25.04.2017;0.438002611;-0.255957577;0.865304802;0.240141035;0.354853073;0.568532309;0.767409553;0.141747457;31;-0.38532169;12.07359;0.282608696;1.030238321;0.328844432;0.174636669;-0.317991078;0.175482525;-0.244605475;-0.304345371;109;8;14;16;2.286665651;-0.036567861;-0.203282676;0.764763139;0.727355829;-0.519231124;0.182826366;0.504857533;-0.259879359;-0.174474606;0.114140293;0.496036946;Value;0.02;-0.23;-0.28;0.2
21431;21431;21431;GV_025406;28.02.2017;JCTCF;JEWETT-CAMERON TRADING CO;2017Q1;2017Q2;14.04.2017;13.04.2017;-0.33879936;-0.349979339;-0.242221565;-0.22605022;-0.274072418;-0.312767409;-0.358100778;-0.402134258;31;-0.49123998;6.275;-0.043478261;-0.125988611;-0.365462008;-1.03666853;-1.367353062;-0.3965454;-0.727600564;-0.20493963;18;6;1;7;-0.497387267;-0.484262529;-0.22352153;-0.870617467;-1.601908763;0.19879355;-0.178724051;-0.310934754;-0.467320812;-0.204639298;-0.269692115;-0.093646998;Value;0.26;-0.02;-0.33;0.02
21455;21455;21455;GV_025466;31.03.2017;RACE;FERRARI NV;2017Q1;2017Q1;22.05.2017;04.05.2017;0.383914977;1.263192371;0.772423314;1.450985499;1.230363394;1.167248461;0.570956833;-0.148118031;17;0.823720525;78.26367;0.711847826;0.323763577;2.156401081;0.084083287;0.074754047;-1.28939399;0.178178803;0.126503196;12;1;0;3;1.175676039;0.791899554;0.804449165;0.739231616;1.105174822;0.48678902;4.822836709;9.430991605;1.085306713;0.698467723;0.667850661;0.598476036;Growth;0.46;0.47;0.54;0.31
21479;21479;21479;GV_025726;31.03.2017;CVU;CPI AEROSTRUCTURES INC;2017Q1;2017Q1;09.06.2017;09.05.2017;-0.322197043;-0.354199303;-0.237934578;-0.214106698;-0.259626098;-0.301886954;-0.346830707;-0.376046384;31;-0.477996974;7;-0.043478261;-0.125988611;-0.360029127;1.678395752;0.252876429;-0.947365549;-0.645370001;3.028967525;1;6;1;0;-0.439172171;-0.147448821;0.035857376;-0.622452112;-0.443004697;-0.552659593;-0.154560479;-0.542691575;-0.309558451;-0.174753953;-0.274683938;-0.064097935;Value;0.26;-0.02;-0.33;0.02
21503;21503;21503;GV_025964;31.03.2017;GTLS;CHART INDUSTRIES INC;2017Q1;2017Q1;01.05.2017;27.04.2017;-0.135829872;0.292595265;-0.121923246;-0.266975843;-0.238775902;-0.235411142;-0.149907242;-0.05168714;31;0.067249535;36.85;-0.043478261;-0.125988611;-0.184370203;1.243557854;1.237762755;0.456082382;-1.019539699;-1.313331064;79;6;1;45;-0.242728715;-0.459607067;-0.630609905;-0.198807738;-0.401728177;0.923248672;-0.616102966;-0.295795638;-0.059035097;1.314117673;3.373254667;-4.699356031;Value;4.73;1.31;-0.35;-4.45
21527;21527;21527;GV_026045;31.03.2017;ULBI;ULTRALIFE CORP;2017Q1;2017Q1;30.05.2017;04.05.2017;-0.327439924;-0.319217181;-0.242221565;-0.208948112;-0.263837299;-0.302309385;-0.344688816;-0.375386547;31;-0.501743054;5.7;-0.043478261;-0.125988611;-0.355678566;0.66235327;-0.401511757;-1.210577212;-0.052844889;0.163465712;46;6;1;22;-0.379738099;-0.22918823;0.146861232;-0.870617467;-1.187490151;0.599597747;-0.041648805;-0.419226009;-0.216563534;0.134085325;0.123166581;-0.023137858;Value;0.26;-0.02;-0.33;0.02
21551;21551;21551;GV_026305;31.03.2017;LAUR;LAUREATE EDUCATION INC;2017Q1;2017Q1;06.06.2017;11.05.2017;0.981650252;1.920209988;1.641251832;-1.790346712;-0.776044439;-0.306881916;0.54747841;0.370229172;31;-0.470258675;7.42364;-0.043478261;-0.125988611;0.048356324;-2.597722191;-1.642056457;-1.28939399;-0.551356983;-0.455835537;44;1;5;18;0.990615673;-0.832346982;-1.754592195;0.768344842;0.848742891;0.242538863;-2.203975651;-0.27541985;-0.472425916;19.51662845;-1.109532513;-0.693031325;Value;-1.11;19.52;-0.47;-0.69
21575;21575;21575;GV_026343;31.03.2017;AFIIQ;ARMSTRONG FLOORING INC;2017Q1;2017Q1;01.06.2017;08.05.2017;-0.185634312;-0.266852951;-0.205097776;-0.329082159;-0.317989231;-0.278613284;-0.084532486;-0.097769761;31;-0.254235844;19.25;-0.043478261;-0.125988611;-0.282757583;1.505631638;1.381457599;-1.28939399;-0.57708612;-0.410947411;18;6;1;7;-0.266758687;-0.705539297;-0.762345392;-0.597305222;-0.686128638;-0.309513788;-0.794799218;-0.550591895;-0.414312993;1.364377141;-2.714264428;-1.317559885;Value;-2.38;1.17;-0.45;-1.26
21595;21595;21595;GV_027393;31.03.2017;HGV;HILTON GRAND VACATIONS;2017Q1;2017Q1;21.05.2017;03.05.2017;0.043954037;0.165507372;0.357743492;0.405317409;0.38651624;0.2031865;0.058616886;-0.295823217;31;0.015190823;34;-0.043478261;-0.125988611;0.182579326;-0.734544438;-1.642056457;-1.28939399;-0.012595298;-0.418931108;70;1;5;34;0.36765589;0.416565566;0.583594591;0.919562815;1.174018665;0.065527523;4.075922717;4.271315824;0.232182365;0.162059193;-0.017773674;0.126209389;Growth;-0.15;-0.06;0.02;-0.01
21619;21619;21619;GV_027760;31.03.2017;NLS;NAUTILUS INC;2017Q1;2017Q1;18.05.2017;01.05.2017;-0.291092675;-0.281574993;-0.219914833;-0.139853565;-0.178014284;-0.23107837;-0.247097962;-0.327203095;31;-0.28620172;17.5;-0.043478261;-0.125988611;-0.28195279;1.2284237;0.437264031;0.783087132;0.116890912;0.579385991;88;1;4;43;-0.242594269;-0.115079529;0.038320154;-0.366822728;-0.30198774;0.112045152;0.366703421;0.272219445;-0.139706796;0.137733298;0.025779436;0.217214657;Value;0.09;0.24;-0.14;0.19
21643;21643;21643;GV_027803;31.03.2017;DFIN;DONNELLEY FINANCIAL SOLTNS;2017Q1;2017Q1;17.05.2017;04.05.2017;-0.170640787;-0.322658524;0.065875453;-0.111811699;-0.017980721;-0.070252003;-0.082285747;-0.347780895;31;-0.204917064;21.95;-0.043478261;-0.125988611;-0.251989362;-0.304723309;-1.642056457;-1.28939399;-0.454429808;-0.418931108;52;4;9;8;-0.225680969;0.047498988;-0.203839121;1.199292949;1.095454724;-0.488965411;1.025230051;1.138167834;-0.349172832;-0.38300298;-0.350420278;0.229576345;Growth;-0.51;-0.51;-0.31;-0.23
21667;21667;21667;GV_027810;31.03.2017;LIVN;LIVANOVA PLC;2017Q1;2017Q1;18.05.2017;03.05.2017;0.054604627;-0.188674657;-0.203643254;-0.08676842;-0.031667125;-0.042799691;-0.125588967;0.476594474;11;0.412298332;55.74;-0.043478261;-0.125988611;0.070720932;-0.036640581;-0.178270441;-0.523598047;-0.412453869;-0.418931108;60;5;11;30;-0.08704927;0.323484615;-0.074243372;-0.758597684;-0.940787373;-0.379123466;-0.394614141;-0.317149997;0.57573095;0.672216037;0.820485319;1.932198661;Value;0.48;0.56;0.33;1.86
21691;21691;21691;GV_027823;31.03.2017;AORT;ARTIVION INC;2017Q1;2017Q1;08.05.2017;26.04.2017;-0.28865355;-0.198871133;-0.20852209;-0.201731175;-0.242021377;-0.277671377;-0.320055997;-0.302255731;31;-0.299901381;16.75;-0.043478261;-0.125988611;-0.278789354;0.294536054;0.155095361;0.149000088;0.474838973;0.423242433;60;5;11;30;-0.227124022;-0.013832853;-0.07733126;-0.144255905;-0.728824504;0.821120707;-0.313030477;0.047190245;0.600710709;1.326861796;1.408530119;2.003273252;Value;0.8;0.64;0.33;1.87
21715;21715;21715;GV_027874;31.03.2017;EVBG;EVERBRIDGE INC;2017Q1;2017Q1;07.06.2017;08.05.2017;-0.323026038;-0.249901344;-0.242221565;-0.308778171;-0.326641191;-0.33432852;-0.343823286;-0.392047301;31;-0.186285525;22.97;-0.043478261;-0.125988611;-0.265811562;1.894186696;-1.642056457;-1.28939399;1.194172693;1.703990074;10;7;19;60;-0.274341439;-1.606922126;-2.868194688;-0.870617467;0.387615906;2.066208592;-3.925364741;4.896711829;2.145986125;-6.128774421;-2.61517159;-1.651024177;Growth;-2.11;-3.66;2.32;-1.4
21739;21739;21739;GV_027914;31.03.2017;HUM;HUMANA INC;2017Q1;2017Q1;03.05.2017;03.05.2017;4.964541067;22.03331991;2.181982131;13.93707415;6.410433805;5.18102314;14.35536618;4.827255053;31;3.30549687;214.1307;1.695652174;0.250579985;4.936758405;-0.291894913;-0.793758158;-0.210161908;-0.404572056;-0.185990451;91;5;11;31;0.807079027;-0.456532947;0.198292847;-0.344401668;0.42416753;1.439052764;1.738287896;0.236460293;-0.387338849;0.053543207;-0.063909117;-0.284634402;Value;-0.09;0.02;-0.32;0
21763;21763;21763;GV_027960;31.03.2017;ALG;ALAMO GROUP INC;2017Q1;2017Q1;17.05.2017;03.05.2017;-0.235812586;-0.167566864;-0.177804184;-0.075383956;-0.118107572;-0.172366156;-0.137824065;-0.20529093;31;0.802251877;77.08835;0.391304348;0.139380998;-0.219957547;1.362870319;0.4245154;-0.123111808;-0.603937635;-0.512173202;3;6;1;45;-0.415052568;-0.196538671;-0.015106384;-0.172461122;-0.615305435;0.265388781;0.098886764;-0.068544027;-0.204505239;0.112770143;0.049342724;0.184481257;Value;0.34;0.28;0.08;0.51
21787;21787;21787;GV_027965;31.03.2017;MCHP;MICROCHIP TECHNOLOGY INC;2017Q1;2016Q4;31.05.2017;09.05.2017;0.944214968;2.059399718;1.228795381;1.509559583;1.35339063;1.592802117;0.597476912;1.262759193;31;0.024231138;34.49492;0.742391304;0.87126964;2.345893879;0.272498603;0.677197015;0.065975706;2.446490114;1.258135771;125;7;18;59;1.478224238;1.203092198;0.812875663;0.446686272;0.081275485;0.318272995;0.341562317;0.889370782;0.241457177;-0.212102278;-0.067453081;0.008961456;Growth;0.06;-0.16;-0.07;0.03
21811;21811;21811;GV_028071;31.03.2017;DZSI;DASAN ZHONE SOLUTIONS INC;2017Q1;2017Q1;29.09.2017;16.05.2017;-0.316619988;-0.309403372;-0.239685787;-0.277585248;-0.298429309;-0.323984667;-0.312510164;-0.377462807;31;-0.498181142;5.895;-0.043478261;-0.125988611;-0.35432375;-0.042551705;-1.642056457;-1.28939399;1.638518712;-0.418931108;26;7;20;11;-0.37107978;-0.98583586;-1.131971495;-0.755961148;0.043175008;0.282888391;-1.702593375;-0.350365049;-0.43263442;-2.75061897;-1.443319763;-0.858169577;Value;-1.44;-2.17;-0.25;-0.91
21835;21835;21835;GV_028176;31.03.2017;ATR;APTARGROUP INC;2017Q1;2017Q1;12.05.2017;27.04.2017;0.080206071;0.401291235;0.148942974;0.428442101;0.361336106;0.358173043;0.275069863;0.223557509;31;0.711527059;72.12154;1.347826087;0.730544132;0.437842057;-0.383566238;-0.498934367;-0.106196514;-0.324777506;-0.630095698;93;8;14;16;0.041014977;0.242136443;0.243157062;0.19634871;-0.139274485;0.277318594;0.339704306;0.51436621;0.137003458;0.192904852;0.26773086;0.333795402;Value;0.02;-0.23;-0.28;0.2
21859;21859;21859;GV_028195;28.02.2017;JBL;JABIL INC;2017Q1;2017Q2;06.04.2017;15.03.2017;1.333770003;1.651259014;0.800259562;0.032590569;0.735681817;1.507733629;4.388015573;0.830915126;31;-0.139131109;25.55151;0.304347826;0.499340926;0.436890497;0.537786473;0.605302838;-0.324761503;-0.50932568;-0.118667942;49;7;20;23;1.119065332;-0.446046754;-0.466059121;-0.154073056;0.692295602;-0.007140156;-0.352608136;-0.153025027;-0.513939408;-0.436621873;-0.082767272;1.806230223;Value;-0.08;-0.19;-0.47;0.37
21883;21883;21883;GV_028320;31.03.2017;CDW;CDW CORP;2017Q1;2017Q1;22.05.2017;03.05.2017;0.791572016;0.313525012;1.412119953;0.509505583;1.076773286;1.027497981;3.115251827;0.052933101;31;0.390894529;54.56823;0.652173913;0.447880418;1.168058134;0.000922303;0.237634178;0.004450117;-0.121788105;0.077116575;133;7;20;23;0.910835447;-0.443709398;-0.351004534;0.810327548;1.054037978;-0.297824392;0.805548191;2.700267378;-0.349739787;0.163054297;0.179508063;0.997493571;Growth;-0.08;-0.19;-0.47;0.37
21907;21907;21907;GV_028367;31.03.2017;IRTC;IRHYTHM TECHNOLOGIES INC;2017Q1;2017Q1;07.06.2017;03.05.2017;-0.319873047;-0.313934253;-0.22566192;-0.29735559;-0.315970704;-0.341675396;-0.345328602;-0.365793573;31;0.06250032;36.59;-0.043478261;-0.125988611;-0.236698061;0.210466741;-1.642056457;-1.28939399;3.468453245;-0.418931108;60;5;11;30;-0.319327053;-1.988621191;-2.658397947;-0.012260253;-0.742902844;0.311650381;-1.765959798;2.279613446;3.208039487;-5.719834462;-3.862393821;-2.203996951;Growth;-2.96;-5.72;2.59;-1.88
21931;21931;21931;GV_028380;31.03.2017;OFIX;ORTHOFIX MEDICAL INC;2017Q1;2017Q1;05.05.2017;04.05.2017;-0.282733283;-0.244658277;-0.242221565;-0.263697727;-0.229759815;-0.252234175;-0.258346635;-0.274766792;31;0.124788112;40;-0.043478261;-0.125988611;-0.251691689;0.276481274;-0.45347256;-0.793709209;-0.30765998;-0.24173434;60;5;11;30;-0.356720953;-0.239801596;-0.731211419;-0.870617467;-1.011496281;0.312204714;-0.736689678;0.079368206;0.088556256;0.891472369;1.387043607;-3.455169491;Value;0.2;0.11;-0.38;-2.56
21955;21955;21955;GV_028385;31.03.2017;SNT;SENSTAR TECHNOLOGIES LTD;2017Q1;2017Q1;30.05.2017;30.05.2017;-0.324896213;-0.310463678;-0.242221565;-0.276962661;-0.285154526;-0.318584399;-0.352926859;-0.369603632;16;-0.556044674;2.72721;-0.043478261;-0.125988611;-0.351408949;0.459097261;-0.114558454;-0.234485978;-0.024654573;-0.730488913;48;7;20;23;-0.312479273;-0.997852471;-2.750554;-0.870617467;-1.156598405;0.668695253;-1.470209083;-0.369371547;-0.178801322;-5.000566158;-2.084847326;-0.764267207;Value;0.1;0.19;-0.11;0.03
21979;21979;21979;GV_028408;31.03.2017;THRM;GENTHERM INC;2017Q1;2017Q1;16.05.2017;27.04.2017;-0.202756717;0.000500921;-0.160553286;0.092778298;-0.002624085;-0.059223126;-0.101578816;-0.156966194;31;0.096475479;38.45;-0.043478261;-0.125988611;-0.138389309;1.94097261;1.125160235;1.072429588;0.087235967;0.060039079;13;1;0;2;-0.189649455;0.154724248;0.379983511;-0.195476105;-0.491529337;0.642076605;0.533614916;0.126676499;-0.048292932;0.010543625;-0.010026966;0.001745917;Value;-0.13;-0.06;-0.21;0.01
22003;22003;22003;GV_028410;31.03.2017;BBSI;BARRETT BUSINESS SVCS INC;2017Q1;2017Q1;05.06.2017;04.05.2017;-0.242124927;-0.306371269;-0.242221565;-0.372625193;-0.413786143;-0.408539387;-0.143592835;-0.382055046;31;0.359578383;52.8538;1.043478261;0.77435938;-0.30046512;2.410313024;1.33894138;0.243665101;0.207013354;0.450562554;74;6;2;56;-0.452903584;-1.267965256;-0.971562151;-0.870617467;1.179489284;-0.345747019;-4.591467363;1.686871322;-0.435491552;-1.464796535;-1.155653948;-0.946701491;Growth;-1.3;-1.96;-0.33;-0.89
22027;22027;22027;GV_028423;31.03.2017;ZTO;ZTO EXPRESS CAYMAN INC;2017Q1;2017Q1;19.05.2017;17.05.2017;0.237521279;2.087937625;-0.242221565;0.699547353;0.375576616;0.262823495;0.038130906;1.088132764;6;-0.365657927;13.1501;-0.043478261;-0.125988611;1.291688627;1.181833426;-1.642056457;-1.28939399;2.283045671;-0.418931108;4;6;22;1;5.940592817;0.631945845;1.168858855;-0.870617467;-1.320948739;1.437303799;-0.00999179;0.338441626;1.905457473;1.678013385;1.344574675;0.786421588;Growth;-0.01;-0.24;0.82;0.18
22051;22051;22051;GV_028475;31.03.2017;GDS;GDS HOLDINGS LIMITED;2017Q1;2017Q1;24.05.2017;09.05.2017;-0.140307515;0.234310329;0.046496024;-0.311764052;-0.238483018;-0.223366148;-0.313854998;-0.192167393;6;-0.453520247;8.34;-0.043478261;-0.125988611;-0.240113082;-1.474175517;-1.642056457;-1.28939399;2.443419932;-0.418931108;85;7;19;37;0.333623139;0.924737199;-1.607564935;0.777512735;0.315328092;0.818366809;-0.842598346;-0.213729095;0.957212467;0.477649346;2.11763637;-1.888831933;Value;1.29;0.48;0.76;1.3
22075;22075;22075;GV_028499;31.03.2017;YUMC;YUM CHINA HOLDINGS INC;2017Q1;2017Q1;10.04.2017;06.04.2017;0.323409243;2.498711821;-0.228021208;1.993551768;1.589716595;1.396268906;1.005456901;0.934780316;6;-0.073921818;29.12145;-0.043478261;-0.125988611;1.570332517;-2.07333706;-1.642056457;-1.28939399;-0.291528938;-0.353641634;122;1;5;34;2.955534243;0.447352449;0.679104774;-0.846038589;-0.705460814;1.472347078;0.855377558;0.695533336;0.269673724;0.180954155;0.125013352;0.097665211;Value;0.05;-0.02;0.06;0.23
22099;22099;22099;GV_028535;31.03.2017;SIM;GRUPO SIMEC SA DE CV;2017Q1;2017Q1;30.05.2017;27.04.2017;0.028905625;0.591404879;-0.242221565;0.229379159;0.220102549;0.163289596;0.081908081;0.503781905;21;-0.416293884;10.37799;-0.043478261;-0.125988611;-0.071044848;-1.055449972;0.081907619;0.051424916;0.789698782;-0.163252727;131;8;14;48;0.935681058;0.259667673;0.240924913;-0.870617467;-1.189841098;0.641150531;-0.108930304;-0.49894488;-0.215238242;-0.290935432;-0.259698366;-0.092271568;Value;-0.42;-0.46;-0.33;-0.27
22129;22129;22129;GV_028675;31.03.2017;TLF;TANDY LEATHER FACTORY INC;2017Q1;2017Q1;30.05.2017;03.05.2017;-0.330169716;-0.311744549;-0.239028006;-0.214335403;-0.264660541;-0.303759351;-0.346705532;-0.383190949;31;-0.444204477;8.85;-0.043478261;-0.125988611;-0.356697097;-0.735145333;-0.899378543;-0.109046044;-0.510850705;-0.495089252;8;1;3;62;-0.434439674;-0.24138419;0.024937491;-0.562161876;-1.089123012;1.169536544;-0.066657431;-0.339284901;-0.206256231;0.178679473;0.117905323;0.123480644;Value;0.12;0.18;-0.41;0.12
22145;22145;22145;GV_028717;31.03.2017;INOD;INNODATA INC;2017Q1;2017Q1;12.06.2017;08.05.2017;-0.333965622;-0.317612106;-0.242128755;-0.251957499;-0.289452801;-0.318869826;-0.352265676;-0.394547925;31;-0.575721223;1.65;-0.043478261;-0.125988611;-0.363162405;0.530184461;-0.500430539;-1.067894592;-0.253347946;-0.228755185;121;6;2;56;-0.288180409;-1.009918283;-1.512923258;-0.857467989;-0.518515774;1.641063676;-1.616624154;-0.406363191;-0.333904413;-3.339035171;-1.299883247;-0.844138331;Value;-1.3;-1.96;-0.33;-0.89
22169;22169;22169;GV_028724;31.03.2017;BLDP;BALLARD POWER SYSTEMS INC;2017Q1;2017Q1;30.05.2017;01.05.2017;-0.311740398;-0.17468606;-0.239009748;-0.267268078;-0.293909392;-0.32055955;-0.344024423;-0.3504571;3;-0.526767768;4.33;-0.043478261;-0.125988611;-0.279155146;-0.205645612;0.176727514;1.474298152;1.816070896;0.849728041;46;6;1;22;1.049341663;-1.025312535;-1.633406793;-0.748738313;-0.692790004;2.268229986;-1.042144424;0.748436113;2.763292525;-27.99133885;-7.799057427;-3.317208591;Growth;0.23;0.05;-0.08;0.27
22193;22193;22193;GV_028883;31.03.2017;SQM;SOC QUIMICA Y MINERA DE CHI;2017Q1;2017Q1;22.06.2017;17.05.2017;0.369008468;1.004841798;0.297202809;1.08167654;0.954173502;0.922792155;0.186564394;0.743332397;5;-0.110951272;27.09424;1.105815217;1.515105979;1.097473087;-0.946953605;-0.195601099;0.047859973;0.556042786;-0.08476466;46;6;1;22;1.84117452;1.468532427;1.225132381;0.003181336;-0.27035454;0.335271883;0.422752957;0.512797228;0.772049087;0.053105641;0.088134586;0.146288572;Value;0.23;0.05;-0.08;0.27
22217;22217;22217;GV_029131;31.03.2017;ROCK;GIBRALTAR INDUSTRIES INC;2017Q1;2017Q1;19.05.2017;05.05.2017;-0.188401086;0.072235;-0.136006449;-0.179203659;-0.172956093;-0.208957823;-0.147221854;-0.172811494;31;0.022953965;34.425;-0.043478261;-0.125988611;-0.191753573;0.602193963;0.882499854;1.183925015;-0.884114447;-0.040399314;18;6;1;7;-0.233855282;-0.340396152;-0.338247035;-0.07456508;-0.192993688;0.751293949;-0.351458659;-0.048135904;-0.085632543;0.728422019;0.74627046;2.305784045;Value;1.01;0.73;-0.09;2.54
22241;22241;22241;GV_029133;31.03.2017;ITRI;ITRON INC;2017Q1;2017Q1;17.05.2017;03.05.2017;-0.061984085;0.144056773;-0.096025853;-0.028651748;-0.007595202;-0.038912183;0.142700559;-0.0518489;31;0.54399774;62.95;-0.043478261;-0.125988611;0.029211918;-0.34136389;0.150232803;0.180332789;-0.259432947;-0.296329403;48;7;20;23;-0.173031935;-0.281110864;-0.217892342;-0.269419416;0.100478827;0.273092875;-0.060374758;0.340873221;-0.106771507;0.509068989;0.543981629;1.033487447;Value;0.54;0.51;-0.16;0.53
22304;22304;22304;GV_029382;31.03.2017;SHOO;MADDEN STEVEN LTD;2017Q1;2017Q1;22.05.2017;21.04.2017;-0.184133286;-0.104854686;-0.242221565;0.026148691;0.041007759;-0.056134813;0.027926431;-0.033310503;31;-0.185841839;22.99429;-0.043478261;-0.125988611;0.002073086;-0.137437116;-0.169496016;-0.753148882;-0.31994071;-0.225695952;55;1;4;64;-0.017486936;-0.163333901;-0.032970544;-0.870617467;-1.110398854;0.178754007;0.038141836;0.205636805;-0.269231216;-0.072619893;-0.166891512;0.08914828;Value;-0.24;-0.16;-0.26;-0.12
22328;22328;22328;GV_029733;31.03.2017;MLM;MARTIN MARIETTA MATERIALS;2017Q1;2017Q1;10.05.2017;02.05.2017;0.895169742;-0.208076395;0.547037286;0.307914172;0.335316899;0.528047426;0.53456073;1.674961723;31;3.55105197;227.57383;1.782608696;0.243303807;2.095740118;0.449636669;0.034154799;0.364000133;-0.016818058;0.314265292;29;8;14;12;0.047011267;0.125001704;-0.070095217;-0.135814845;-0.338348109;-0.523240001;-0.313636652;0.41741212;1.10065203;1.773719519;2.626645858;3.002729497;Value;1.32;0.59;-0.13;3.13
22368;22368;22368;GV_030076;31.03.2017;HLNE;HAMILTON LANE INC;2017Q1;2016Q4;28.06.2017;12.06.2017;-0.301831285;-0.269547563;-0.200781882;-0.22220034;-0.112218223;-0.193727469;-0.318322799;-0.36716802;31;-0.276241518;18.04528;0.717391304;1.663898555;-0.306362443;0.112087759;-1.642056457;-1.28939399;-0.439652667;0.070010633;11;4;9;8;-0.364868377;1.697149828;-0.392445051;0.314901542;0.299711838;0.439636827;-0.382784261;0.692951854;0.047957234;-0.443506491;-0.479491005;4.745442009;Value;0.68;0.72;1.24;1.08
22413;22413;22413;GV_030220;31.03.2017;SYPR;SYPRIS SOLUTIONS INC;2017Q1;2017Q1;09.06.2017;16.05.2017;-0.330485986;-0.310920752;-0.237515668;-0.272007369;-0.309907207;-0.33320394;-0.348807837;-0.399309603;31;-0.580525238;1.387;-0.043478261;-0.125988611;-0.365581542;-0.354974846;-1.911585592;-1.638285553;-2.35525536;-3.519219444;13;1;0;2;-0.337064955;-1.742817029;-2.088898569;-0.403707916;0.354525111;1.251163452;-3.418793065;-0.446027397;-0.464434621;-1.081960088;-0.875324206;-0.674863703;Value;-0.88;-1.08;-0.46;-0.67
